scenario,,go,go,go,go,go,go,go,wait,wait,wait,wait,wait,wait,wait
line_volume_limit,,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP
year,,2020,2025,2030,2035,2040,2045,2050,2020,2025,2030,2035,2040,2045,2050
links,cooling pump,46998793.14355204,46998793.14355204,46998793.14355204,46998793.14355204,46998793.14355204,46998793.14355204,46998793.14355204,46998793.14355204,46998793.14355204,46998793.14355204,46998793.14355204,46998793.14355204,46998793.14355204,46998793.14355204
links,decentral gas boiler,-43585957.26419371,-30744410.077276878,-18432731.262847915,-10205558.814368268,-4186380.424072837,-1687674.569142473,-509816.23146532703,-43585957.26419371,-31165569.1512769,-19218358.672181025,-6082046.030984307,-1313860.4506560948,-535200.9245763081,-234044.6029487053
links,decentral heat pump,972680749.946486,928530362.8745741,930507443.8989575,959337427.6149899,987333126.7856051,915748806.3613346,782166326.0375727,972680749.946486,921135048.0790519,910466510.4782283,1109347183.1666222,1105884745.7570148,976984788.1548004,812112442.2597202
links,decentral resistive heater,-597067.5560143109,-1094041.13571779,-4316413.554727766,-6409617.846667885,-6324085.021605413,-4159633.782785848,-2263337.356603546,-597067.5560143109,-566854.1486122556,-3163621.412996849,-8289905.117273711,-5368000.349536956,-1613469.5194980702,-945131.6689667357
links,lignite,-442069334.33037424,-330474773.18154985,-23107798.96415577,-2090294.8296283828,-58238.67110463217,-33448.858037405014,-2665.7814745417427,-442069334.33037424,-334080896.29312843,-113697671.83287139,-40792.23423889605,-1484.3048210454238,-11439.554217528277,-19084.58732852527
links,nuclear,-1432622163.1987553,-611273720.6730243,-180866971.88154873,-156801138.60891715,-105983902.59784096,-43925523.925395474,-370488.3152407792,-1432622163.1987553,-613879168.2073232,-182901976.83811533,-139895144.22699088,-108111534.0593923,-45562828.00005077,-277297.29551225837
links,oil,-155918.88976530472,-60111.668042767866,-62694.239137128934,-15889.039007087133,-42820.73981905957,-30601.122879286202,-2645.2719519873904,-155918.88976530472,-128246.06626324049,-67118.52728919157,-31111.05756757998,-1551.3039470344322,-10759.422944847727,-16661.698141628676
links,transmission lines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
links,water tanks charger,-356543.8138373669,-344448.9107123503,-2612348.0199739463,-2232713.08039924,-9578337.155369604,-13420071.825916346,-2430337.6069452874,-356543.8138373669,-439326.85494777997,-2375067.5056319856,-5550188.077053411,-953620.9797311155,-3923743.931200431,-5894644.734912244
links,water tanks discharger,-318890.89116036415,-308075.97870975663,-2348835.7526904223,-2007427.8533932455,-8618099.505834699,-12075635.138409706,-2185321.962872549,-318890.89116036415,-393290.37194338493,-2135253.6926327366,-4992815.473493726,-856546.1503917625,-3529088.506437156,-5302778.093990416
loads,cooling,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698
loads,electricity,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254
loads,heat,-2813453782.3451815,-2544618747.036651,-2275783711.728155,-2006948676.4196372,-1738113641.111121,-1469278605.802601,-1200443570.4940858,-2813453782.3451815,-2544618747.036651,-2275783711.728155,-2006948676.4196372,-1738113641.111121,-1469278605.802601,-1200443570.4940858
loads,urban heat,-748826550.3136064,-1017661585.6221215,-1286496620.930639,-1555331656.239149,-1824166691.5476675,-2093001726.8561888,-2361836762.1646914,-748826550.3136064,-1017661585.6221215,-1286496620.930639,-1555331656.239149,-1824166691.5476675,-2093001726.8561888,-2361836762.1646914
storage_units,PHS,-2769316.1161066387,-3912316.8372014496,-18524523.633223116,-18193248.309764843,-16744234.616681572,-17427521.04602485,-16261444.989988543,-2769316.1161066387,-3779671.2143192575,-15957846.305810403,-16835675.174395494,-16413934.031545402,-15858743.064313112,-15502695.199904168
storage_units,hydro,316117132.2776294,316131574.71269023,316121693.04373014,316137486.9496494,316062761.15242267,316036085.83289534,316124104.4118154,316117132.2776294,316113917.888872,316120856.7175854,316124884.80129176,316139334.4710774,316131917.3019627,316130247.4858521
stores,H2 Store tank,-5.2367900814365154e-11,-3.9176958118586347e-10,1.0808193749711759e-10,2.7958638876279807e-10,1.0784061119816684e-09,-3.1395491068009207e-10,1.901407405114318e-09,-5.2367900814365154e-11,-2.2549899274248997e-10,5.584124378177346e-10,2.2228602986062995e-10,-9.346639987580646e-11,-7.600428411635995e-10,-3.3946256808130293e-10
stores,H2 Store underground,5.100200817231837e-11,4.762233662969351e-10,6.080513870188042e-11,2.747015948045828e-10,-6.478793057596022e-10,-4.56548532312695e-09,-1.3789205777214875e-07,5.100200817231837e-11,-2.9358920849986703e-10,-5.08198261250925e-10,-3.960287653370642e-11,4.129625308380014e-07,1.65575572319554e-06,-7.013142866441058e-08
stores,battery,4.0411457513656046e-10,-2.115037806352249e-10,-3.0028790589178844e-06,7.22998891561355e-07,-2.6791058657105182e-06,-5.758382724818656e-07,1.4839165273020094e-05,4.0411457513656046e-10,3.6009679396306615e-11,-6.269218491561368e-08,4.129451549650387e-06,8.379596586133992e-06,-5.213956449530367e-06,-2.196231872697574e-06
stores,central water tank,-501227.3726820312,-1328015.3684217304,-2952433.8708713376,-14266830.156025892,-48078929.12464414,-78791884.99675256,-101465234.06514184,-501227.3726820312,-1526566.5888833345,-2371749.3580678203,-42389972.15371587,-74958473.2571898,-75642293.10327365,-76876121.48845081
stores,coal store,1368842252.386888,511036857.9323014,24884870.554470994,10116093.898887344,373381.0035104158,56980.12157729755,4706.827018529912,1368842252.386888,1005219748.2053305,70297446.7735594,241818.45653884741,2648.367498612547,19808.9612201002,32462.261426843896
stores,gas store,3553601702.832335,3969212127.6769514,3187944522.7407327,1643912280.4253876,790417591.4783522,358073039.17300165,-19982.933415463194,3553601702.832335,4231141210.240482,3430453901.962473,805626656.5148064,-9908.455055467319,-88364.98282487318,-144699.58475782536
stores,lignite store,659804976.6124994,493245930.1217174,34489252.185307115,3119843.029296086,86923.38970840626,49923.6687125448,3978.778320211555,659804976.6124994,498628203.4225798,169698017.6610022,60883.931699844856,2215.380329918543,17073.961518698925,28484.45869929145
stores,nuclear store,2138242034.625006,912348836.8254095,269950704.3008192,234031550.16256306,158184929.25050887,65560483.47073942,552967.6346877303,2138242034.625006,916237564.4885426,272988025.1315154,208798722.72685188,161360498.59610787,68004220.89559817,413876.56046605733
stores,oil store,247490.3012147699,95415.3460996317,99514.66529703003,25220.696836646242,67969.42828422158,48573.21091950192,4198.84436823395,247490.3012147699,203565.18454482598,106537.34490347863,49382.631059650725,2462.3872175149727,17078.449118805922,26447.139907347093
stores,solid biomass store,330200.5570035963,312955.04893361893,487679.9288237878,793828.1372460315,13145412.542819802,168122283.98383382,171370049.3422768,330200.5570035963,302853.0570757072,456676.88146282925,98395073.4374977,243314341.2904495,238645568.68389413,234463887.41644466
stores,water tank,-20036.98990939143,-19304.862448731765,-22790.628717635293,-20152.706140895654,-24261.96847821403,-24458.90882244285,-19835.886004872344,-20036.98990939143,-21086.72756594736,-23089.291862320388,-23554.137748150846,-17152.920857775895,-22832.632869042398,-24047.960497685617
