scenario,,go,go,go,go,go,go,go,wait,wait,wait,wait,wait,wait,wait
line_volume_limit,,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP
year,,2020,2025,2030,2035,2040,2045,2050,2020,2025,2030,2035,2040,2045,2050
links,nuclear,-729997715.7822825,-698137780.0878284,-603592466.0001596,-703171512.8371681,-877781299.1606691,-888286868.9265128,-529976424.2140762,-729997715.7822825,-709190264.11108,-612033812.7138224,-1002383532.4066484,-1121136422.0383737,-1122019272.7679543,-618633728.5659198
links,oil,-117846.85352428134,-81093.07541616671,-15111.81535057511,-56299.065737849414,-43197.915041892746,-35001.706486910705,-8303.446715961856,-117846.85352428134,-67321.13243657876,-14829.794593938565,-34591.43432275746,-25539.81833370972,-50772.90728844941,-30263.70366454486
links,resistive heater,-1913713.4653365333,-10273654.722247008,-14850722.496553183,-16186808.382175514,-13008283.377659226,-8965670.736204507,-5094938.90598371,-1913713.4653365333,-4480603.252423658,-12680722.560388178,-15663617.392386343,-11155822.74417293,-5192722.097502802,-2246184.377055975
links,transmission lines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
links,water tanks charger,-1205530.8166133794,-1402879.1349539082,-10851620.91304986,-22264662.71576711,-25130543.618692722,-24818291.094857074,-25025187.1535528,-1205530.8166133794,-1111065.135932762,-5303079.720073664,-25745777.525092814,-26517216.089715432,-25489192.05032392,-27008459.581787042
links,water tanks discharger,-991814.4452796344,-1161693.6294994722,-8777504.898642404,-17451214.741050836,-19493468.370868143,-19092639.716364447,-18958932.22409647,-991814.4452796344,-918145.2170911138,-4377213.61032074,-20075363.133037306,-20509136.395603877,-19601723.918789245,-20563817.15834491
loads,cooling,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698
loads,electricity,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254
loads,heat,-2755238347.9969754,-2438743663.576817,-2122248979.1566947,-1805754294.7365522,-1489259610.3164096,-1172764925.896263,-856270241.4761208,-2755238347.9969754,-2438743663.576817,-2122248979.1566947,-1805754294.7365522,-1489259610.3164096,-1172764925.896263,-856270241.4761208
loads,urban heat,-807041984.6618124,-1123536669.0819533,-1440031353.5020974,-1756526037.9222348,-2073020722.342377,-2389515406.762526,-2706010091.1826572,-807041984.6618124,-1123536669.0819533,-1440031353.5020974,-1756526037.9222348,-2073020722.342377,-2389515406.762526,-2706010091.1826572
storage_units,PHS,-10769688.809911247,-4492308.904764908,-14592688.330982752,-19689830.820715085,-21034571.429045834,-20761144.22274441,-22118214.010831106,-10769688.809911247,-3198249.9189342023,-11714957.863348357,-20333276.159353748,-19437581.495286442,-19702634.61157064,-22011057.889116462
storage_units,hydro,316122832.60433424,316117432.4181778,316141005.6934614,316130208.09483856,316121839.8490901,316126479.8072971,316141317.7186113,316122832.60433424,316122660.0028166,316142215.5698501,316130245.0740841,316129931.6038609,316121002.3895937,316130871.03968567
stores,H2 Store,-2.524380982027452e-10,4.351161479732024e-10,1.2787223536980807e-10,1.3181469804557366e-07,1.7949807234150794e-07,-2.7089375155275874e-06,5.8455024888326435e-06,-2.524380982027452e-10,2.2786950104602965e-10,1.567483705333661e-09,-1.4700426335598205e-07,4.843038281521217e-06,-3.125450094287885e-07,-3.2505924463244185e-06
stores,battery,-2.8472793220379877e-10,8.841814572169149e-10,-2.5890491486824097e-10,3.812877236164525e-09,-1.1706471902961368e-09,-3.185314220721658e-09,-3.043988491824301e-09,-2.8472793220379877e-10,4.982232300332345e-10,-6.276965405782597e-11,-1.5582111989598246e-10,3.1449196857824546e-09,-4.375490525454495e-10,1.7235000476486032e-09
stores,central water tank,-1038582.8121287765,-1388482.0255907509,-4428977.041778,-15328832.017851217,-34839038.71503831,-73029851.20921323,-123510910.3771626,-1038582.8121287765,-1078723.0522686802,-3260776.0754800793,-29682678.131024282,-97612384.6475226,-95903639.99976732,-103938791.73897398
stores,coal store,597499408.5317972,132218018.9660746,2420912.830133978,2088962.6838661,131308.8147899377,66282.40192983793,13607.014068912438,597499408.5317972,370665932.6269174,6299699.740925677,85806.08474976273,42192.16203306,84313.74160011602,51155.11191116034
stores,gas store,2432384181.496321,2283645301.819587,2232547493.2465334,1751298592.9998512,846783245.9507748,384196650.5258698,-184978.16501958575,2432384181.496321,2419140315.300659,2288144578.6765566,862398248.1839834,-272650.71841817815,-934442.9944336945,-1341305.1793938652
stores,lignite store,2691237716.906416,2084845347.2561328,732856791.4535102,20381543.387229793,1849722.875405654,393762.8856613452,79159.41572345716,2691237716.906416,2454010086.8551235,1053972298.8687456,2148737.131460047,77708.13512136863,372357.62685929664,661176.1935369236
stores,nuclear store,1101052361.6625705,1052998160.0118068,910395876.3200004,1060590517.0998021,1323953694.0583234,1339799198.9841826,799361122.4948349,1101052361.6625705,1069668573.3198806,923127922.6452837,1511890697.445925,1691005161.4455132,1692336761.3392973,933082546.8565906
stores,oil store,194146.3814238573,133596.49986188917,24895.906673105605,92749.69643797269,71166.25212832412,57663.4373754707,13679.48388132101,194146.3814238573,110907.96118052516,24431.292576505104,56987.535951824466,42075.48325158111,83645.64627421643,49857.83140781692
stores,water tank,-931646.9371949182,-1008980.0148038241,-9889541.994556028,-25869833.584023062,-31240253.94036885,-32438260.369207084,-35637365.6292357,-931646.9371949182,-818141.7877202767,-3955584.800484406,-30958392.871137545,-33563601.37028353,-33385502.430639476,-37437993.80544273
