scenario,go,go,go,go,go,go,go,wait,wait,wait,wait,wait,wait,wait
line_volume_limit,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP
year,2020,2025,2030,2035,2040,2045,2050,2020,2025,2030,2035,2040,2045,2050
group,,,,,,,,,,,,,,
offwind,0.23,2.101,2.301,11.101,21.336,16.8,13.732,0.23,0.796,1.491,21.4,11.7,11.811,12.156
onwind,0.045,0.121,1.41,1.249,1.291,2.149,2.601,0.045,0.048,1.282,1.13,0.706,1.15,1.253
ror,0.017,0.024,0.161,0.293,0.831,0.843,0.316,0.017,0.021,0.126,0.407,0.138,0.132,0.164
solar,0.039,0.054,0.988,1.546,2.527,2.405,2.175,0.039,0.027,0.813,2.065,2.401,2.462,2.424
