scenario,go,go,go,go,go,go,go,wait,wait,wait,wait,wait,wait,wait
year,2020,2025,2030,2035,2040,2045,2050,2020,2025,2030,2035,2040,2045,2050
name,,,,,,,,,,,,,,
central gas CHP electric,3984474236.372716,11736208732.659086,18022754644.164562,9529304087.63015,8526805125.285697,5719943482.402099,3961478426.316504,3984474236.372716,15911014257.234852,19681870068.08334,7423946266.025406,4930803689.672164,4799133663.729599,4270991534.8644524
central gas CHP heat,2092793016.7416995,4436009593.74257,5918252887.838781,4701515350.120737,3641106691.7896404,1887636106.8398943,1113718332.352252,2092793016.7416995,3833954010.7780724,5554172226.73502,3208988984.135387,1263012019.286511,1203414232.3568082,1060838170.7104887
central gas boiler,4011517350.828416,2545364003.358041,2636147431.4528728,1222875189.0783556,171488697.10228384,2164088.3210044703,121291.34044098185,4011517350.828416,2130474347.8752675,2490154714.7921176,281395353.8407593,67007.95982074503,94935.73694610038,80245.85674772547
decentral gas boiler,36370376086.60652,46656020814.3477,54895424168.46981,48544756584.05919,41070514959.51575,30729965644.43299,20678867478.847515,36370376086.60652,42002003123.76231,53237682464.04836,40712550586.91548,25361127883.887108,23292739553.527626,20027909425.56751
