scenario,go,go,go,go,go,go,go,wait,wait,wait,wait,wait,wait,wait
line_volume_limit,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP
year,2020,2025,2030,2035,2040,2045,2050,2020,2025,2030,2035,2040,2045,2050
group,,,,,,,,,,,,,,
offwind,0.238,0.408,1.173,6.722,24.595,20.403,15.707,0.238,0.48,1.525,20.924,12.302,12.449,12.746
onwind,0.046,0.012,0.783,1.506,2.963,3.536,4.192,0.046,0.046,0.526,1.943,1.808,2.489,2.508
ror,0.021,0.006,0.161,0.376,1.128,1.198,0.15,0.021,0.024,0.171,0.67,0.189,0.151,0.197
solar,0.044,0.003,0.522,1.407,2.342,2.402,2.751,0.044,0.023,0.417,1.907,2.466,2.635,2.589
