scenario,go,go,go,go,go,go,go,wait,wait,wait,wait,wait,wait,wait
year,2020,2025,2030,2035,2040,2045,2050,2020,2025,2030,2035,2040,2045,2050
name,,,,,,,,,,,,,,
central gas CHP electric,3983232599.150784,10922101817.214973,16317271671.704788,12975271185.051031,9720598914.169031,6773060445.532658,4767344644.182706,3983232599.150784,14195001879.345139,16958987997.534819,9872121985.085804,7065403532.057156,2583950964.1949244,2360772470.7545886
central gas CHP heat,2092075583.1956403,3963867469.1303,4594865972.006548,4317276675.5131645,3502027881.3111787,1783236683.5708747,702567184.7063172,2092075583.1956403,3500976286.9552646,4289523622.535025,3468514959.569735,916530056.9465164,374228162.4772644,391848041.78944033
central gas boiler,4012758225.9451833,2112335332.7127893,1600348010.714845,929433429.8276418,201814806.0865773,3672467.603012198,90451.31346241188,4012758225.9451833,1786201882.2562249,1372577602.4174273,284613855.65128905,130616.9899282917,119020.25209361149,60527.3158829447
decentral gas boiler,36371131729.51139,38899225729.660515,38101427329.88952,34807279897.10634,24969865512.116436,16509672775.90887,7727858194.255915,36371131729.51139,34711960341.86209,37583146125.2084,29853799493.060715,14775675603.433006,2514702014.20882,608929361.266038
