scenario,go,go,go,go,go,go,go,wait,wait,wait,wait,wait,wait,wait
line_volume_limit,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP
year,2020,2025,2030,2035,2040,2045,2050,2020,2025,2030,2035,2040,2045,2050
group,,,,,,,,,,,,,,
offwind,0.25,0.917,1.261,2.241,1.723,1.599,2.503,0.25,0.917,1.261,2.241,1.723,1.599,2.503
onwind,0.053,0.078,0.34,0.425,0.725,1.388,1.936,0.053,0.078,0.34,0.425,0.725,1.388,1.936
ror,0.02,0.019,0.056,0.077,0.117,0.125,0.17,0.02,0.019,0.056,0.077,0.117,0.125,0.17
solar,0.058,0.045,0.408,0.734,0.96,1.221,1.453,0.058,0.045,0.408,0.734,0.96,1.221,1.453
