scenario,,go,go,go,go,go,go,go,wait,wait,wait,wait,wait,wait,wait
line_volume_limit,,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP
year,,2020,2025,2030,2035,2040,2045,2050,2020,2025,2030,2035,2040,2045,2050
links,biomass EOP,-35279.191355974246,-31690.624266325514,-26080.97177449231,-30456.026694829834,-41952.14753062772,-29402.398045760245,-27062.868861618153,-35279.191355974246,-31690.624266325514,-26080.97177449231,-30456.026694829834,-41952.14753062772,-29402.398045760245,-27062.868861618153
links,central biomass CHP electric,-75049.77678532993,-64690.207808990366,-61551.860575519335,-81797.4794085556,-94803.28434059411,-63195.27911026252,-65281.28972895059,-75049.77678532993,-64690.207808990366,-61551.860575519335,-81797.4794085556,-94803.28434059411,-63195.27911026252,-65281.28972895059
links,central biomass CHP heat,26287.141824751943,20047.198167152506,21313.187542038544,34331.93326244262,40002.48946758733,23313.15768837845,24753.14769440763,26287.141824751943,20047.198167152506,21313.187542038544,34331.93326244262,40002.48946758733,23313.15768837845,24753.14769440763
links,central biomass HOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
links,central gas CHP electric,-120190438.04136652,-382655809.079811,-440919986.88297117,-520302571.76119906,-599088283.2828634,-594667017.041236,-552323732.8542708,-120190438.04136652,-382655809.079811,-440919986.88297117,-520302571.76119906,-599088283.2828634,-594667017.041236,-552323732.8542708
links,central gas CHP heat,91945105.23823437,206195607.1404162,225376783.3603771,250515520.45290738,294465676.19388306,296155037.02097875,297026554.29930234,91945105.23823437,206195607.1404162,225376783.3603771,250515520.45290738,294465676.19388306,296155037.02097875,297026554.29930234
links,central gas boiler,-1842.2860695087693,-1320.2473073366873,-911.0262821412671,-749.7579928599462,-681.6019274515165,-482.674218191155,-363.59661080701153,-1842.2860695087693,-1320.2473073366873,-911.0262821412671,-749.7579928599462,-681.6019274515165,-482.674218191155,-363.59661080701153
links,central heat pump,116117565.97078618,68031291.41750571,56540164.69536074,36729106.59280622,7849973.219628453,10166680.866152916,10100692.343757045,116117565.97078618,68031291.41750571,56540164.69536074,36729106.59280622,7849973.219628453,10166680.866152916,10100692.343757045
links,central resistive heater,-13864.4381434937,-16649.74451207115,-28893.676580383053,-42988.50493725546,-50374.875863068155,-50781.012431225034,-56948.80525197233,-13864.4381434937,-16649.74451207115,-28893.676580383053,-42988.50493725546,-50374.875863068155,-50781.012431225034,-56948.80525197233
links,central water tanks charger,-2530093.3484562295,-5396633.087641307,-5618413.292322008,-6463968.03919575,-7499219.290417751,-7669280.329057459,-8149028.556647088,-2530093.3484562295,-5396633.087641307,-5618413.292322008,-6463968.03919575,-7499219.290417751,-7669280.329057459,-8149028.556647088
links,central water tanks discharger,-2241430.583328022,-4789454.917440247,-4984918.9211764615,-5726539.007930932,-6619474.848748209,-6769249.30953021,-7196063.9520400055,-2241430.583328022,-4789454.917440247,-4984918.9211764615,-5726539.007930932,-6619474.848748209,-6769249.30953021,-7196063.9520400055
links,coal,-914879516.9266839,-668530414.5762179,-543714032.3439747,-406997581.8596438,-316205397.94197863,-225802169.59874117,-129552310.97310628,-914879516.9266839,-668530414.5762179,-543714032.3439747,-406997581.8596438,-316205397.94197863,-225802169.59874117,-129552310.97310628
