,2020,2025,2030,2035,2040,2045,2050
nuclear,30023505152.660854,15275298708.078594,5274699058.984575,5047343707.473202,3723488191.734654,1300552481.1031663,14721571.732227752
coal,20643877138.03546,8381059455.674972,614111931.0974504,431635975.5358564,18205824.254443828,688507.5524983228,101563.85936434683
lignite,8414476791.510304,7713097768.052911,838934302.7512225,114125639.71007657,2099186.1445907936,568927.6209920698,83580.28497351549
CCGT,27390622431.6201,37837636524.2691,29716568235.34281,8969266172.257318,1159640224.250446,213250897.93470454,119253083.57028955
OCGT,11401345.642790236,33324756.859519918,101666195.48553035,29436646.872113496,13906545.586749561,9056763.430568852,421522.4759737017
