scenario,,go,go,go,go,go,go,go,wait,wait,wait,wait,wait,wait,wait
line_volume_limit,,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP
year,,2020,2025,2030,2035,2040,2045,2050,2020,2025,2030,2035,2040,2045,2050
links,biomass EOP,-38765.6344412773,-31475.298244894613,-64361.337464493,-60854.04321134761,-92847.95144810404,-217949.9965857123,-121493.54669468313,-38765.6344412773,-31318.542372735497,-34855.03035207216,-90974.84073232685,-133696.99621088532,-129102.87690242672,-99974.26597318877
links,central biomass CHP electric,-84568.74970864199,-79066.20391668448,-159008.62651837512,-309839.1086301303,-56771961.08483145,-71782176.4468723,-66265818.57381352,-84568.74970864199,-69441.2943529161,-89469.06850190592,-82734947.06086908,-100395514.81684305,-97761663.74092963,-94240264.82878207
links,central biomass CHP heat,34069.038169404106,29814.07211860423,62802.76851058357,128244.16041312407,36683644.39716048,47857114.39699032,45343920.47365395,34069.038169404106,24827.90278722819,36307.40412513139,48828455.39424603,66088635.400011756,64689545.07083746,62659438.93498376
links,central biomass HOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
links,central gas CHP electric,-109891076.37688464,-261096636.78798592,-302974679.6052847,-151087169.10570303,-78810450.42725283,-45770920.84862859,-29649531.84696359,-109891076.37688464,-368024171.6231449,-355515353.50291157,-70457576.7563506,-32364862.144606303,-33495538.994138088,-33313259.131209675
links,central gas CHP heat,84008818.41660926,175851481.80153805,182629177.7792205,105155538.53024513,51963243.77733648,26374460.75082219,15880645.94180758,84008818.41660926,193915422.3823926,195470596.1846837,43737565.18355161,14654601.479503997,15457810.649621423,15512090.40911242
links,central gas boiler,-2092.1860813607364,-1285.4060315342813,-819.6346267573435,-451.96438973215663,-256.93195690139555,-148.8434295086672,-31.196982229805258,-2092.1860813607364,-1509.4191018586225,-909.0382945653564,-307.7315105724997,-8.761162068534887,-8.097665413050237,-8.544181691287378
links,central heat pump,118560177.52093126,82955512.79332894,76788223.18490322,157653028.95129132,159763930.54745275,184145328.48339757,207890775.32094055,118560177.52093126,71995476.70883448,68835912.26678304,156711220.72492132,169700673.70463657,175023144.61526012,177729342.97666252
links,central resistive heater,-14833.970361004185,-55682.65187535134,-304356.63892423693,-1049136.3190108472,-1778409.2518989819,-1754699.8168301233,-1622517.9522037504,-14833.970361004185,-16655.86642962164,-190493.18221859244,-1716440.9240450242,-1810190.2322748813,-1737888.1569134262,-1733535.037261123
links,central water tanks charger,-2524206.9053847734,-4792640.207910629,-6531534.316940678,-13549234.607294692,-21645030.517346464,-24315048.651219197,-24302956.33869975,-2524206.9053847734,-5231414.990312733,-6292698.630393859,-20661158.931600552,-22715917.123227697,-22491208.831660148,-22566930.308660846
links,central water tanks discharger,-2234932.3803039324,-4239518.162553063,-5728910.875716476,-11642483.024166869,-17742157.453466684,-19564573.390488923,-19285998.33693928,-2234932.3803039324,-4637063.4796872195,-5537714.358329188,-17046313.692075863,-18291801.459316444,-18101416.89365223,-18138602.18974104
links,coal,-917349436.4571872,-447371588.11477,-11400034.18625934,-4632863.7192201875,-2789400.220169824,-41504.54508482506,-9990.961366450952,-917349436.4571872,-671728370.8628192,-57743624.2345183,-2056531.372866463,-585417.8542267887,-616035.1005189413,-775815.8664087618
