scenario,go,go,go,go,go,go,go,wait,wait,wait,wait,wait,wait,wait
line_volume_limit,opt,opt,opt,opt,opt,opt,opt,opt,opt,opt,opt,opt,opt,opt
year,2020,2025,2030,2035,2040,2045,2050,2020,2025,2030,2035,2040,2045,2050
group,,,,,,,,,,,,,,
offwind,0.242,1.95,2.199,7.398,16.634,13.238,10.718,0.242,0.915,1.378,15.956,6.733,6.791,7.043
onwind,0.05,0.179,1.615,0.764,0.559,0.935,0.829,0.05,0.079,1.235,0.505,0.165,0.174,0.172
ror,0.021,0.033,0.219,0.204,0.655,0.39,0.151,0.021,0.024,0.141,0.251,0.047,0.039,0.045
solar,0.048,0.115,1.349,1.806,1.739,1.777,1.806,0.048,0.038,1.211,1.408,1.569,1.641,1.548
