scenario,go,go,go,go,go,go,go,wait,wait,wait,wait,wait,wait,wait
line_volume_limit,opt,opt,opt,opt,opt,opt,opt,opt,opt,opt,opt,opt,opt,opt
year,2020,2025,2030,2035,2040,2045,2050,2020,2025,2030,2035,2040,2045,2050
group,,,,,,,,,,,,,,
offwind,0.217,1.304,1.443,2.588,7.081,13.824,9.086,0.217,0.644,0.923,6.009,4.612,3.402,3.257
onwind,0.058,0.144,0.758,0.404,0.587,1.038,0.723,0.058,0.074,0.745,0.338,0.306,0.145,0.129
ror,0.029,0.035,0.076,0.228,0.513,0.635,0.124,0.029,0.02,0.084,0.219,0.056,0.081,0.103
solar,0.055,0.068,1.255,1.38,1.527,1.967,2.023,0.055,0.021,1.055,1.122,1.586,1.501,1.457
