scenario,,go,go,go,go,go,go,go,wait,wait,wait,wait,wait,wait,wait
line_volume_limit,,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP
year,,2020,2025,2030,2035,2040,2045,2050,2020,2025,2030,2035,2040,2045,2050
links,cooling pump,46998793.14355204,46998793.14355204,46998793.14355204,46998793.14355204,46998793.14355204,46998793.14355204,46998793.14355204,46998793.14355204,46998793.14355204,46998793.14355204,46998793.14355204,46998793.14355204,46998793.14355204,46998793.14355204
links,decentral gas boiler,-50430826.39796614,-41912219.55115374,-30647086.601196095,-18840516.980583694,-8774402.885236137,-5174957.836759308,-2786420.4677314353,-50430826.39796614,-42241093.91437183,-31989437.245229077,-10194805.386405949,-3959775.9478996666,-3313174.325700173,-2642494.664389621
links,decentral heat pump,1006030669.3536639,997477912.8243685,1029397852.508897,1289433076.2896767,1632760872.7845776,1749536468.037265,1829740126.5128286,1006030669.3536639,991251724.8616126,1004107703.0636755,1642232809.6600568,1834679601.3653922,1834115300.5627432,1834850207.9578676
links,decentral resistive heater,-670669.6410758321,-1744218.7938473518,-11959165.7028227,-21518280.410336614,-19781026.13147249,-17045996.348052952,-19723082.102409646,-670669.6410758321,-1346295.5275017086,-8877559.967870606,-19687449.054874893,-18422718.115625292,-18226791.284736805,-18259390.590168364
links,lignite,-442142099.3701189,-329171759.49988246,-13868277.418585442,-1212833.8225498977,-351307.7297513158,-8360.517369527353,-8268.262796116927,-442142099.3701189,-334408881.8820666,-115568079.97310583,-232726.382499507,-1501.428477165037,-1150.7133291639834,-2532.053063915014
links,nuclear,-1432648977.6533582,-608642856.1449777,-177244227.22411898,-147437732.15118438,-97417466.63541754,-44560762.02652442,-436052.1981880208,-1432648977.6533582,-612654549.1360762,-180614386.22599143,-131159331.7798158,-105974196.15585642,-45445427.62529827,-474867.4584505765
links,oil,-168839.92458348584,-310404.9419128351,-500630.2190986683,-771044.1096206694,-680851.319899256,-8263.65943721597,-8526.370902523988,-168839.92458348584,-243804.78517540084,-348652.0724027494,-129598.28408425926,-38325.55700468067,-3600.510638731746,-2547.732706144602
links,transmission lines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
links,water tanks charger,-325819.8977590489,-554976.733788485,-3086032.75332394,-10550427.705462804,-13636459.638243541,-5147197.751095482,-10976329.124403503,-325819.8977590489,-441453.5290999375,-4104830.798813744,-18283633.265295736,-1405717.6299110637,-964789.6245657897,-1568547.0089702543
links,water tanks discharger,-290796.72585454374,-496715.9255183917,-2774638.0552271423,-9492402.344111707,-12269876.893112445,-4630008.2954443395,-9876012.084676221,-290796.72585454374,-394613.3597177756,-3691558.397547828,-16452322.431555655,-1263263.331583325,-866486.2722627914,-1409672.718802165
loads,cooling,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698
loads,electricity,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254
loads,heat,-3082288817.6537013,-3082288817.6537013,-3082288817.6537013,-3082288817.6537013,-3082288817.6537013,-3082288817.6537013,-3082288817.6537013,-3082288817.6537013,-3082288817.6537013,-3082288817.6537013,-3082288817.6537013,-3082288817.6537013,-3082288817.6537013,-3082288817.6537013
loads,urban heat,-479991515.0050927,-479991515.0050927,-479991515.0050927,-479991515.0050927,-479991515.0050927,-479991515.0050927,-479991515.0050927,-479991515.0050927,-479991515.0050927,-479991515.0050927,-479991515.0050927,-479991515.0050927,-479991515.0050927,-479991515.0050927
storage_units,PHS,-3101973.5280972784,-5216560.038045322,-22645593.359192893,-17004494.444832914,-16462668.84933899,-15916032.623689096,-15732675.256126344,-3101973.5280972784,-3625713.6512178513,-20328966.00368463,-16630944.421007277,-15210309.798066398,-15065683.610538155,-14882600.570933633
storage_units,hydro,316113204.1653826,316120237.67190194,316106072.1330403,316116217.058242,316013363.48013383,316092811.1034805,316092385.04888374,316113204.1653826,316119138.9037119,316117831.1803249,316096349.3246098,316131091.6979344,316135649.05611235,316129635.9137857
stores,H2 Store tank,2.441968123480416e-10,1.22481411792615e-10,1.1528535222814218e-09,9.0459957580169e-10,9.064104154743458e-10,-1.409986462330183e-09,8.727357253763071e-10,2.441968123480416e-10,-2.0396341473410962e-10,-1.389054496425679e-11,-2.1458927577586162e-09,2.347263029127758e-09,-1.1551031338298979e-09,6.922352281234917e-10
stores,H2 Store underground,-1.241508076899045e-10,-2.1774099190352558e-10,2.3580548624835274e-10,3.0693614316845697e-10,6.0597539652818e-08,1.7574041804024887e-06,-7.91077926720618e-07,-1.241508076899045e-10,1.0574403071922367e-10,-6.479750069843249e-11,1.484342743163225e-08,-4.533932212780201e-06,-3.3696549053274794e-06,1.4816417550633787e-06
stores,battery,-1.3909206104598115e-09,1.0288209360831413e-08,-2.5998336363186603e-06,8.163035914582339e-07,-3.650996039272769e-06,1.457890366499126e-05,2.0544241886605308e-05,-1.3909206104598115e-09,-2.9154470437657565e-08,-5.402576477853138e-08,5.878428800024094e-06,5.4857831244536914e-06,3.956688386706417e-06,1.63141806732367e-05
stores,central water tank,-371418.77848940826,-741968.5063198059,-1537655.7392984186,-6302459.759097197,-19029208.580021396,-23504774.717426162,-26030414.589206133,-371418.77848940826,-712958.1824256638,-1264354.8018218107,-16408254.185693642,-21547085.802681755,-21961803.50878644,-22352391.071743697
stores,coal store,1369528008.638073,667524683.138116,15762485.979459602,5055214.210338795,3540178.8031926523,15033.281534132444,14910.841890742618,1369528008.638073,1002479137.747784,68298544.61023143,2595558.6789833778,105308.51465184816,35480.11623302444,71537.89312625029
stores,gas store,3558651056.157705,3710901738.598991,3230206470.057148,1653440091.2504785,782914528.8019618,358257249.93908,-65714.27200845117,3558651056.157705,4027411910.0796347,3427552322.988765,800903732.9603497,-258997.35758265434,-68154.89185721334,-130303.18543784274
stores,lignite store,659913581.1494297,491301133.5819144,20698921.52027678,1810199.735149104,524339.8951512176,12478.384133622918,12340.690740473028,659913581.1494297,499117734.1523381,172489671.60165048,347352.80970075476,2240.938025619457,1717.4825808417663,3779.1836774850944
stores,nuclear store,2138282056.1990442,908422173.3507147,264543622.72256556,220056316.64355898,145399203.93345907,66508600.03958882,650824.1764000314,2138282056.1990442,914409774.829965,269573710.78506196,195760196.6862923,158170442.02366623,67828996.45566888,708757.4006725028
stores,oil store,267999.8802912476,492706.2570045005,794651.1414264584,1223879.539080429,1080716.3807924693,13116.919741612635,13533.92206749839,267999.8802912476,386991.72250063636,553415.9879408691,205711.56203850647,60834.21746774713,5715.096251955144,4044.020168483497
stores,solid biomass store,317757.971443034,250872.2052773362,520700.92612020095,930335.107637011,141919419.57263982,158268123.4550572,149791145.09374505,317757.971443034,220235.88603303293,305751.3205924788,208758990.04455265,213112770.1625569,208283245.22923893,199968631.46973273
stores,water tank,-24453.34481866694,-27656.414568322973,-27996.693407785508,-29854.430056500256,-29835.375087722918,-24761.76223706952,-26865.565112197823,-24453.34481866694,-26966.41735578957,-27911.804539524623,-29501.562034732648,-18851.563649518685,-18269.125185509747,-20222.344116670625
