scenario,go,go,go,go,go,go,go,wait,wait,wait,wait,wait,wait,wait
line_volume_limit,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP
year,2020,2025,2030,2035,2040,2045,2050,2020,2025,2030,2035,2040,2045,2050
group,,,,,,,,,,,,,,
offwind,0.256,1.981,2.289,12.063,23.644,17.863,14.56,0.256,0.914,1.385,22.531,11.714,11.662,12.016
onwind,0.062,0.175,1.695,1.545,1.837,2.275,2.643,0.062,0.078,1.364,1.441,1.002,1.509,1.523
ror,0.027,0.029,0.191,0.301,0.916,0.404,0.412,0.027,0.024,0.151,0.508,0.153,0.114,0.157
solar,0.058,0.103,1.352,1.834,2.792,2.551,1.981,0.058,0.034,1.176,2.067,2.193,2.266,2.192
