scenario,go,go,go,go,go,go,go,wait,wait,wait,wait,wait,wait,wait
line_volume_limit,opt,opt,opt,opt,opt,opt,opt,opt,opt,opt,opt,opt,opt,opt
year,2020,2025,2030,2035,2040,2045,2050,2020,2025,2030,2035,2040,2045,2050
group,,,,,,,,,,,,,,
offwind,0.408,2.664,3.379,5.937,13.412,20.189,14.076,0.408,1.619,4.628,11.657,11.691,11.473,11.509
onwind,0.063,0.238,1.534,1.454,3.731,5.233,2.873,0.063,0.196,1.251,3.126,1.442,1.441,1.439
ror,0.023,0.023,0.037,0.221,0.569,0.536,0.578,0.023,0.031,0.096,0.356,0.377,0.352,0.324
solar,1.504,0.031,1.519,1.275,2.29,3.821,3.665,1.504,0.103,0.78,1.307,1.377,2.414,2.146
