scenario,go,go,go,go,go,go,go,wait,wait,wait,wait,wait,wait,wait
line_volume_limit,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP
year,2020,2025,2030,2035,2040,2045,2050,2020,2025,2030,2035,2040,2045,2050
group,,,,,,,,,,,,,,
offwind,0.259,2.27,2.023,7.205,13.338,20.962,14.201,0.259,0.922,1.264,15.823,11.208,7.567,11.131
onwind,0.063,0.19,1.429,1.584,1.843,2.391,1.802,0.063,0.074,1.074,1.331,0.869,0.517,0.55
ror,0.025,0.029,0.129,0.162,0.354,0.719,0.155,0.025,0.026,0.128,0.433,0.15,0.082,0.054
solar,0.06,0.095,1.19,2.071,1.926,2.289,2.139,0.06,0.036,1.103,2.026,2.151,1.876,1.974
