scenario,,,go,go,go,go,go,go,go,wait,wait,wait,wait,wait,wait,wait
line_volume_limit,,,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP
year,,,2020,2025,2030,2035,2040,2045,2050,2020,2025,2030,2035,2040,2045,2050
cooling,links,cooling pump,179420.06471281502,179420.06471281502,179420.06471281502,179420.06471281502,179420.06471281502,179420.06471281502,179420.06471281502,179420.06471281502,179420.06471281502,179420.06471281502,179420.06471281502,179420.06471281502,179420.06471281502,179420.06471281502
cooling,loads,cooling,-179420.06471281918,-179420.06471281918,-179420.06471281918,-179420.06471281918,-179420.06471281918,-179420.06471281918,-179420.06471281918,-179420.06471281918,-179420.06471281918,-179420.06471281918,-179420.06471281918,-179420.06471281918,-179420.06471281918,-179420.06471281918
electricity,generators,offwind,16906.455695284883,17575.5750366384,83354.36924151579,120051.53479287801,129940.13012164681,145355.68167130384,153259.78122052472,16906.455695284883,16891.159928909965,73830.03737365814,167276.2892547956,204372.7760490173,193870.3045564366,193813.3360451312
electricity,generators,onwind,171913.28702304774,308296.81874679856,352905.51420180773,368776.87100016215,352120.34303232067,348571.534988281,357768.1019518124,171913.28702304774,248891.37357132405,326241.77326898865,413341.90419252,408831.1200396183,373375.7605376219,373289.38275963924
electricity,generators,ror,49531.310688569305,49532.04997735881,49531.45297860379,49532.7033004295,49531.4954214892,49533.3522905177,49533.987508398,49531.310688569305,49531.84302627929,49530.928283957,49525.9651305826,49533.7530215081,49534.2862491458,49533.845112854506
electricity,generators,solar,87088.81402246689,200465.0765028661,382925.90375103295,660504.7424248838,921684.5812007751,1020122.0339785097,1145652.0883290288,87088.81402246689,151767.13780421903,370795.113931249,828362.0799015807,1061063.137687196,1011221.9089604644,988680.4218359533
electricity,links,CCGT,144601.1342407874,117187.21375724293,102372.76170784359,52979.14836983665,35282.43666392992,30853.97796184213,28650.836689956133,144601.1342407874,117495.51621299198,94312.7301232163,44040.43382767186,24790.34934153196,22355.170669004976,21973.75531606639
electricity,links,H2 Electrolysis,-81.84088205156,-105.14603857032,-146.76938652127998,-166.68201944068997,-185.78391282604002,-8971.01656389234,-71232.61108902984,-81.84088205156,-92.59456981828001,-141.15060731379998,-248.56685106730004,-92383.3408112193,-92382.90994766334,-92381.93133948861
electricity,links,H2 Fuel Cell,23.54443598972542,33.356444642008036,36.60460292816779,37.438103619024794,47.23061454575838,51.848780049393326,51.862127662161434,23.54443598972542,34.04255337542662,40.8214259298506,53.287544881751394,59.4866060114704,59.470583170159365,58.60198285018256
electricity,links,OCGT,2504.9757932357256,12374.277325230938,12653.43204233675,14925.926984110038,16662.276350942815,16839.275489550877,17021.500620449173,2504.9757932357256,8716.325940284694,12709.967559833567,11698.217783403716,13446.94405828703,13598.90754160722,13711.553991708375
electricity,links,battery charger,-348.71716463162005,-2984.3557237028,-17317.313285957804,-204837.37633281926,-376271.1797762251,-434867.4214401209,-490412.68987594894,-348.71716463162005,-2117.2783628843995,-19595.877948342906,-324513.93908144406,-438808.11009677785,-394530.5498717362,-376602.6168105433
