scenario,go,go,go,go,go,go,go,wait,wait,wait,wait,wait,wait,wait
year,2020,2025,2030,2035,2040,2045,2050,2020,2025,2030,2035,2040,2045,2050
name,,,,,,,,,,,,,,
central gas CHP electric,4439547972.825527,12785329439.353466,18932348651.41599,12561652867.391499,10934265866.621246,7067374270.814926,4908280491.515336,4439547972.825527,16674197751.851074,19516454800.091335,9474312373.488836,7429103269.89259,7240315021.72459,6393557470.987856
central gas CHP heat,2247899356.203503,4659038482.03371,5918904838.951319,5029121910.706143,3461877443.7815776,1796192026.5806856,1166634929.9338684,2247899356.203503,3973875967.935102,5666001579.770817,2943741951.4922605,1301261858.1006343,1252687037.3322554,1106575720.2060964
central gas boiler,3816596027.546493,2064695595.8726237,2667226401.5861254,918751030.0048052,54061443.016853094,1507494.0474472786,111192.34355264009,3816596027.546493,1853375047.3833554,2328433910.540264,73716265.20737088,102223.93079367375,127184.66019426273,99715.95195924725
decentral gas boiler,37895958140.077545,50850360343.87052,64230291434.942566,62580071236.71455,52177179013.57992,39631147746.2569,28099359538.46779,37895958140.077545,45421034346.68465,63577585509.62763,53037064788.954544,35194666034.44609,32745120238.236217,28642050842.853634
